"distribution: [0,3,3,2,2,2,1,1,1,0,0,0]"
"words: 200"
"errors: 266"
"haskell demerits lower: 265"
"seeds: "
"Equal -1490081304084660436, 3562477082869650716"
"Equal -1837769369818550136, -8540280514683443877"
"Equal 6621948262606327905, 8022573203309820282"
"Equal -4802132683700153360, 8461090436434463149"
"Equal 6605633103674491108, -5027095739135862110"
"Equal 124074083462357472, -7053849107234759619"
"Equal -2673761710633149157, -9181762454940471320"
"Equal -6834408043725633258, 740373552924802908"
"Equal 1070431688921803515, 7006923176197408598"
"Equal 8073422959660387190, 6276648572042374768"
"Equal 4325367573726376243, 6512696997117288695"
"Equal 2016781932541380628, -2534960531116458515"
"Equal 5292162681901093964, -1966010542762676892"
"Equal 1641278705080795836, -1273337482444642481"
"Equal 7098633843686986243, 3676064498361380195"
"Equal 4360224760494764259, -2375786448439312290"
"Equal 7521065651457214840, 397722004297292571"
"Equal 7461247976017520002, -8953292874193489478"
"Equal -6408746032659561229, -4333464335781706759"
"Equal -6191490900083113549, -4347478890800190598"
"Equal 7721549951022583791, 6750213774724576781"
"Equal 136037995182472294, -5434266634425967521"
"Equal 7912119451632518653, -1706651292105915722"
"Equal 23064467192729119, 1487902113650843073"
"Equal 5938232507364139161, 7337136095956760557"
"Equal -3397520244896893690, 7605471426477493253"
"Equal -8084114453972875316, 510112529731513492"
"Equal 8045498147507605065, 2383972085851696305"
"Equal 5458192090754965459, 2288096342441348778"
"Equal -4428059997142171025, -4185910186259577217"
"Equal -4210681742548814802, -1481308045564547099"
"Equal -6572383722146072510, -7640561406632423668"
"Equal 8755669836523207879, 1712827617612431031"
"Equal 2274197277465331524, 1623851033783120967"
"Equal -8116852811004035062, 5333318414690495992"
"Haskell lower 7215756950118056190, 1215084734823361076"
"Equal -1480840326426219157, -3824189116623910472"
"Equal 1098065967131708411, 6743819592199830945"
"Equal -5038269069455516415, 8666613521526243190"
"Equal -1469732657079389632, -7346085042928683297"
"Equal 3914779670211368547, 3201504559947638164"
"Equal -7834137619457248951, 1300610154611775096"
"Equal 1197722354431601497, -7125292323913560621"
"Equal 8602540966773794039, 832321512351666394"
"Equal 7649908866767903576, 90263760303246810"
"Equal -3174472357489956588, 6909908398316710891"
"Equal 5894525717988413760, 6438361118604576555"
"Equal -6224007449774502158, -1947024941200805916"
"Equal -1551888985205837050, 1870186402929712450"
"Equal 1105367186147054976, -9155302624475339643"
"Equal -9200942756740319647, 725434467777659337"
"Equal 3291723799442438451, -8910063606945648504"
"Equal -2123514749275246916, 4348933266059683977"
"Equal 2173950570472253887, 2585225554972999804"
"Equal 7673130963002936513, -679210884232158520"
"Equal -8098061849579682244, 6644891369102865657"
"Equal -1510343837907167508, -8719109086522142323"
"Equal 4238798341336798822, 8798621666397779211"
"Equal -7925979888500179463, -6103254975300555162"
"Equal -7573559622730622118, -3834339031483134299"
"Equal 8155440362144338687, 8055229368737845593"
"Equal 6896200048626506226, -2260936317004297375"
"Equal 2088350737983504641, 2813081348299981271"
"Equal -828992857276402934, -6234882985405249410"
"Equal 6016882253343244735, -243307854095356604"
"Equal -3568513380588194657, -6496843004354384437"
"Equal -1099664604493770931, 3400978294516096434"
"Equal 251702780881980672, 4364549733541778575"
"Equal 7008782727220988633, 3209591295284200942"
"Equal -7568768954410035053, -3408500351322582774"
"Equal 7377401128882329878, -4423249204729814001"
"Equal 6543502064894822500, 8933376157412368816"
"Equal -4581555084617709195, 7494697903989529686"
"Equal 2015922702840117687, 8211784204920983952"
"Equal 6399136762614738835, 1227551858169510165"
"Equal 4491058081632510882, -592837980229355996"
"Equal -3346566514016851423, -1525853257939035271"
"Equal 5917240350831669203, 8138912668690998204"
"Equal 4698989485619779050, 1791231501758671128"
"Equal 6971040903249338740, -2572696910524824326"
"Equal -6703931203529107666, 7559639967711614478"
"Equal 7925565084967236419, -3387908594076086188"
"Equal 622978020979355327, 5267901028232408897"
"Equal -2292660842673871376, 7727255805202451413"
"Equal -707552217863461175, -4619961755086024657"
"Equal -7830732947137837654, 499712910531954453"
"Equal 4370328914003145116, -5954478798048787253"
"Equal -7237428683595464170, -4960622604529483695"
"Equal -6420911500788502279, -1014673368125721155"
"Equal -8093403589725309855, -929438027198573407"
"Equal 1238877298793308925, 3740477744400245168"
"Equal -8559203360072688263, -8586847323222657217"
"Equal 8590753545679444102, 2985570834267146850"
"Equal -7360906653506619938, 8842279226646771088"
"Equal 1663671884566685100, -2661824691326699562"
"Equal -7583723942645969348, 1396686505716463404"
"Equal 3252592741581894205, 1597236133866501664"
"Equal 9174348801303271713, -5775318431528010132"
"Haskell lower 8398113362412489135, -774436577360925104"
"Equal -9193557659007872125, -6147926196555553824"
"Equal -8606587484597586645, 50764209407310967"
"Equal 2450067996955305771, 5877944137097166934"
"Equal -3005413700389149520, 2936182175710785928"
"Equal -208207800643708310, 4008204682044877827"
"Equal -3537629581894596929, 4814956752992008772"
"Equal -2874099178015391757, 3519181254781120834"
"Equal -1836365822706716483, 5265793649447364502"
"Equal 7320354652755957653, -535462365210808061"
"Equal 1827916300170086616, -753643727319432383"
"Equal 7662219471438240196, 4328412137034106056"
"Equal 7542624534355212260, -1889713884227745258"
"Equal -5103448139927692859, -5026750806367328496"
"Equal 7349036326558920167, 9002642856010817053"
"Equal -3917327388448811085, 831780935534706882"
"Equal 1391349864594219046, 9107083625283718774"
"Equal -6565192495053006912, 6248123208258964708"
"Equal -2411931944085413232, -2568570579061799549"
"Equal 4540482424347620482, 5602874915748642622"
"Equal 7401706320786497940, 4186493761760706960"
"Equal 3226993791640665821, 9088773412643794341"
"Equal 5384286625346092681, 1756659297481747384"
"Equal -4653572619544847534, 7109271225463328579"
"Equal 1962685821497037797, -1742733643341362239"
"Equal -5045714337528467102, 7952799383765368586"
"Equal 25158008047370116, 6000456989674929309"
"Equal -7709766264069934342, 4266151509834514053"
"Equal 5006477000792747941, 11791143003756406"
"Equal 2180677335268984236, 5083537774287863101"
"Equal 99368034039232819, -895246197586411196"
"Equal 3303425651617771927, 7857635081126382774"
"Equal -5573895941746502994, 7211437409196533364"
"Equal -6179563839341264542, 7421766872431005869"
"Equal -4087276911115296414, -7959572179659854376"
"Equal -7287562829844040380, -2038657285194813661"
"Equal -1961808795472225350, 3214620794224448550"
"Equal 7169687614621877312, -8813821618461758291"
"Haskell lower 1463291608976239260, -1080128692212808877"
"Equal -2935920899351477002, 3651098723417550909"
"Equal 1185832232875861844, 9128610779879034830"
"Equal -5721108966567324311, 1858599344298672587"
"Equal 701885003396081789, 2853427102517574188"
"Equal 4055354649015787480, -6922499893306609236"
"Equal 7628760546155183065, 4639894917489875416"
"Equal -3744055780512470261, -3358336031904014789"
"Equal -8644283891752002780, 698034296416775489"
"Equal 7431039349640329401, 6686233546604741234"
"Equal -28412901254635605, -7356212069103966542"
"Equal 8213674260715967512, 537416927028802826"
"Equal 1289176903618519488, 1663176869617187709"
"Equal 5976642651739782656, -3301116121875569475"
"Equal 8235098305630065821, 3561249367295555191"
"Equal -408395243424198722, -4582590667904025545"
"Equal -7187743508744089087, -4246555823099091864"
"Equal -935375848957238673, 3497752233895032567"
"Equal 5110924406527701495, -5898859821550783865"
"Equal -6421382742909941716, -6733080089944752510"
"Equal -645714522656140483, -8400776780292754755"
"Equal 8226777425696074059, 3215419496533872281"
"Equal 1373911656577978329, -8215542264449930815"
"Equal -5746653306677543661, 1461180492413761265"
"Equal -9011915247463767905, 4628386781263788319"
"Equal 3300641092552480538, 7795150588938060027"
"Equal 4936403639038621452, 7849376160210489821"
"Equal -845276519483293000, -8496860747676387526"
"Equal 3949189633457927030, 6417890312311924544"
"Equal 2217340644354128767, 3785504067366974156"
"Equal 644386319341258721, 3808933489945247021"
"Equal 7174899440977015064, 449131798272064145"
"Equal -1247959514625515442, 7122415997173993646"
"Equal -6194695190646053114, 6489144770561141936"
"Equal -4685828870592192838, -6673517350038542083"
"Equal -1719177442810900078, 830232235792597862"
"Equal 1133323855499374709, -3099502692732946304"
"Equal 6157017125764844306, -5321556028932493158"
"Equal -2349213480673906573, -1188374034928783635"
"Equal 2822594471969761960, 2399454620552050957"
"Equal -834388642625619416, -8715017372464240816"
"Equal -85527739672935850, -4682366122595132981"
"Equal -1635779821885388282, -6285229064062940186"
"Equal 436573984621358984, -6658233939336936198"
"Equal 7027109799202253777, -4264355363541016915"
"Equal 7255548559097305480, 1731462910858578656"
"Equal -4563853200895243368, -89977415418371037"
"Equal -5571485881464870258, -3225272093675090578"
"Equal -4456136813772845670, -2994000414354333733"
"Equal 627402284583802698, 168737025046639985"
"Equal -3958015219903638405, 9033335124582433718"
"Equal -6488682881493220409, -5764888949674335772"
"Equal -9126936862097499143, 1215090970588022165"
"Equal 6049805955716193951, -1274787161621868468"
"Equal 2149889051847494002, 1766260905135494313"
"Equal 2874510211444848747, 3039159630672687499"
"Equal -6601602769104216061, 631762674156430657"
"Equal 5701636369540581019, -4408835388945085030"
"Equal 2969597011282118777, -7526314105429613862"
"Haskell lower -2131691051404259925, 3530503502403101743"
"Equal -526951866391437933, 3014854892742547677"
"Equal 6143242759167783373, 2063425168612448189"
"Equal 5878260014994277140, -7625528761412999463"
"Equal 2840392984723762294, -6315284969404925785"
"Equal 8028795590794037784, -966687823680556682"
"Equal 2238291174365133773, -2933900602680842512"
"Equal 6945064257332524435, 6023076082467288073"
"Equal -6775993964553885895, 5578850779005170545"
"Equal 5463959492677130479, -5697302012837263860"
"Equal 2779498254110099920, -8008194619317299518"
"Equal -5778288241201913421, 7876870392829986891"
"Equal 6856543087679443934, 3794646641181781609"
"Equal -1554983842003985074, -6039186178777606267"
"Equal -8500947904403473697, -2933018140812796750"
"Equal -4790099238871554083, 3456293800780400527"
"Equal -1641231905330048989, 8705825941853147908"
"Equal -7894751953039469689, 1281100304748531595"
"Equal 6653323440991223216, 466860241332019575"
"Haskell lower 1489285676190013701, 1516879773368982474"
"Equal -7082254649155097229, 5428811087483464407"
"Equal -2539822954681401165, -2231883009826570292"
"Equal -2199509701916403550, 1851522184829454331"
"Equal -2625150167463954028, -4186920927478780496"
"Equal 5835926553476650991, 6231783251972608919"
"Equal -3653347325348197708, 8530561924323440383"
"Equal 9181601770517521417, 2476137049329979745"
"Equal -7675593248486367579, -7693353938095765643"
"Equal 2901845308240302249, -6412423976815933938"
"Equal 7156861870837091874, 5129102681865720424"
"Equal 2551838864852125883, -8055795909343965234"
"Equal -3686231002430583960, 6756621870700673660"
"Equal 534424468414296295, 7038222594552178251"
"Equal -1523163959706243498, -2851324306725815365"
"Equal -8683838107963225360, -8540215268569728063"
"Equal -2499287563697900076, 7388270271534749183"
"Equal 1712118978867611650, 5853928149797954386"
"Equal 2463170602605392381, -871333716157890989"
"Equal -121343062347850267, -6434458982756807372"
"Equal -4344333364867849736, 5555028837260837002"
"Equal 3923471582000030743, -7246831425889550818"
"Equal 4718554659367591733, -6259913426011870157"
"Equal -4558984650586916804, -5374328119802268977"
"Equal -7054681815425795734, 7818069928230323254"
"Equal 2611804039575436564, -2904900008196525772"
"Equal 3923700211462554534, -2555143417453612116"
"Equal 8165104859999913455, 5123942651462615724"
"Haskell lower 2523157719906008326, -8673591449944781428"
"Equal 7776262189808567782, 897807480663364785"
"Equal 7038089704782957805, -4863271846140982027"
"Equal -7078155632053894141, 6375051458107647790"
"Equal -738370927860904967, 4448551621702528652"
"Equal -614119772138528299, 3077547955859364756"
"Equal -5071661657809995509, -264817811800861466"
"Equal -4691356520802908407, 4210777150326391955"
"Equal -87629864840925757, 1376641084388155471"
"Equal -5399324353859704793, -6216950878424915551"
"Equal 6669088035748955332, -5195294801182917450"
"Equal 6247402745559544832, 7983839090677104521"
"Equal -9146357367914825520, 8957568035314882840"
"Equal 7376406231869519601, 3209717871158926390"
"Equal -3919892581554425525, -1859639927256008784"
"Equal 877182923507472309, 6928138912835198917"
"Equal 8487663959159400378, -1890905677627518698"
"Equal -5729297082416926749, -8593780107853894120"
"Equal 1162987682924831120, -1581643165334702499"
"Equal 1867356004074079244, 2206025792785859572"
"Equal 2738321600904698738, -6005919185020111145"
"Equal -2244531916956893879, -3967015324590957440"
"Equal 7070811429101151654, -8359749299338498961"
"Equal -8769890481171149983, -1164727932606913496"
"Equal 5515669639798388374, 6903832468886301108"
"Equal -7600131888362202832, -3373084653887255084"
"Equal 7625597006998325857, -7479394318028196281"
"Equal -184293821252251303, 5309423521223083663"
"Equal -4997297919150929302, -8821778955742567055"
"Equal -4455398222980539129, -7797185801998871979"
"Haskell lower 5813873307316808643, 6594760214861947125"
"Equal 4782241190442648099, 6007609662583995224"
"Equal -3950234673811600944, 6862722299348395391"
"Equal 4215538137611647660, 909125584171734796"
"Equal 5834074014444245023, 7224238404267412399"
"Equal -6808174086637281936, 4711461609365002707"
"Equal -6323487810935113875, -3780421361075340130"
"Equal -6162120182138386881, -7684015871792626673"
"Equal -6973664877387316540, -86518907663293398"
"Equal -960530782360872182, 43435263138039654"
"Equal 6746529347353733809, 4014737457523296424"
"Equal -8772795589356107248, -5008228657859107016"
"Equal -4193365302429879093, 1902791606318949465"
"Equal -3022735746996581140, -6988272343263831697"
"Haskell lower 4426786146581555188, -1777269391314953736"
"Equal 5973863966205151593, -6516209822846447764"
"Equal -1872295688705189494, 2298112488796626715"
"Equal 4565532299019244596, -4741752454532808085"
"Equal -2903609798218234150, 5586714750018974358"
"Equal -3838746066207556183, 756532987222616886"
"Equal -7331605782055852657, 8601089050673175685"
"Equal -8546931103033412139, -3071090441042458389"
"Equal -8017400467941477973, -1639705645479204427"
"Equal -5628159930953190709, -3366828764127751018"
"Equal 3190578020738110911, 5100873250689557993"
"Equal -7388619393723791711, 3431458372046542190"
"Equal -8182013942461340374, 4499030195718103217"
"Equal 4272688802283830171, 6511349438131627667"
"Equal -1825659887606020941, -7468953696159169098"
"Equal -4051464644717783558, 4554507541668582871"
"Equal 8218554374020070021, 4716424734764416578"
"Equal -4821965322938057181, 4887433746714567523"
"Equal 8408304146361529981, -5433906595413776793"
"Equal 3715720804961824450, 4507404650148407584"
"Equal 7803315873209410553, 5319776953116453811"
"Equal -3780245545809968258, -1040566659158797391"
"Equal 144160069596473211, 6767253674498731668"
"Equal 4542382285850789018, 6455150251753123573"
"Equal 2366211850750085242, 1160264197285098266"
"Equal -9077896784841810125, 5724726931409495540"
"Equal 7688327496766225501, -6567808390593312056"
"Equal -7910835277383402930, 3740149753629764779"
"Equal 3239244532699465279, -8028681426580544892"
"Equal -7219601907681069025, 4736794476301151165"
"Equal -9047505475511473001, -7725157891211023092"
"Equal -8034252800835901807, 1675995596071211344"
"Equal -6843620709795352473, -6048034261784419143"
"Equal -3557254362514053321, -2128672522035663473"
"Equal 6288886259534940178, -7516375424595558343"
"Equal 3126460516728772615, 318831355748014775"
"Equal 2887918169870458434, 6168290316460727953"
"Equal 6183739267146022130, -1446521058649387185"
"Equal -694603762954232846, -588667041497431310"
"Equal -926192484861195067, -4641908103892996768"
"Equal -7465154543343762441, 945488469242016975"
"Equal -1214334861430408978, -4571784831007212864"
"Equal 4566975459801461340, 8558392317401431158"
"Haskell lower 6044817865247632181, -7958389682822609714"
"Equal -8779160294228353200, -4890154620427846178"
"Equal -1607493081893025097, 2461311912719841012"
"Equal 4867261717319661892, -539334071938959411"
"Equal 1898519038731821489, 1741384817432705132"
"Equal 8239090227547121634, 8583891484635654593"
"Equal 2763838580601124303, -8848245326796574500"
"Equal -3091203502079917978, 2878189535345818723"
"Equal -5304253206144842576, -2825722812970807937"
"Equal -2632704825224055046, 6358661147582689220"
"Equal -7841398863795797931, -8242594760703117817"
"Equal 4371460728298496901, 2461968338444107474"
"Equal 4619741222499286130, 7977573624887977294"
"Equal -5329502204628644586, -2299156219621304120"
"Equal 5113489393003575837, 7488029526647904946"
"Equal 5126239589062227479, 2837065582232163542"
"Equal -5321556237607802205, 5799007604505513618"
"Equal 1195602051169417643, 9210653070041451095"
"Equal -2205923305741370989, -6019916793244358741"
"Equal -6349864100938098900, 3118384176131783736"
"Equal 3381244821554623768, 4333635195862908468"
"Equal -7194037407481451376, -3025867830383589192"
"Equal 2446134046882627566, -3486710989350514345"
"Equal 6164520715625225575, -9131298300390084322"
"Equal -2799271251179804389, 7145961784161534470"
"Equal 52976059504333015, -247172968668915091"
"Equal -6700398603907459028, -3592047916173857343"
"Equal 2894645759717034989, -5830097254213045190"
"Equal 2517002745611306352, 2518380922342235563"
"Equal -6252982428050807716, 4091933907347014812"
"Equal -6899900627464999438, -8401074385563249665"
"Equal 5223772182049365539, 5878601789830215328"
"Equal 5659247835169444603, -4106394726300173544"
"Equal 947331565354000608, -3356329448729997899"
"Equal 6663184887511306771, -5381373756666251996"
"Equal -760390018025317742, -5694944792274622583"
"Equal -5251772678139608233, -1731148740166882218"
"Equal -3483174481037480606, 674740539606219728"
"Equal -7905490162273204321, 846575012161449471"
"Equal -8441556282989233242, -2080207036397428245"
"Equal 4950103368466684673, -4659402478820028848"
"Equal -3709418146009214529, -2805463761263208727"
"Equal 4672084804821348649, -5440898521604236582"
"Equal -2758510315020940786, 8226887804479961310"
"Equal 4191121111862278285, -6101572168912809071"
"Equal -2112210046467115674, 3374724540601361282"
"Equal 7135155821633343099, 3161675372810290659"
"Equal 3417106622820635465, -6072527273567535863"
"Equal 2780853546536600580, -972374370415149878"
"Equal 4699268371556977055, 1598451493021352538"
"Equal -713260889501555186, -3507262276632559477"
"Equal -4216687474975090516, -7071682265355514363"
"Equal -4323243823847041302, -8654058853709304215"
"Equal 8082571284598487181, -8312874713491974309"
"Equal -1047427582703115569, -4850064031781900313"
"Equal 79919817730340855, 6807930571702742622"
"Equal -5940697919610371794, 999378681822348898"
"Equal 5133857787843781295, -2291957865873812087"
"Equal -8175442358324482547, 7444383690406896566"
"Equal 2153839748883778308, -2726773029051269223"
"Equal -2216756258532993712, -126298270524048640"
"Equal -7041782604610758585, 4333934441692031102"
"Equal -8680716046541937179, 3820350147791357103"
"Equal 5112829671878119747, 2153220157705188222"
"Equal 1522840209499273806, -7089309104646300446"
"Equal 4644535724522694869, -7802202135144083525"
"Equal 6690337856613936591, -914590028155382217"
"Equal -2420685044852779745, 6580621910178708123"
"Equal 5857549305372690888, 5787584433226769238"
"Equal -808218001623311360, 1830587841777629668"
"Equal -943369850076834700, -7437301587123793278"
"Equal -6008843223032668999, 2202515768254517355"
"Equal 7040271240517362695, 5650083319106304459"
"Equal -1461970014418669611, -2793984471140954381"
"Equal -1769721245848047209, -4808389946232774706"
"Equal 8658446729786584493, -3570283602321645268"
"Equal 8452683336836059510, -8658263131540374196"
"Equal -1897870463104835718, 1539733249817824081"
"Equal -4506072553142790267, -4258542783916010380"
"Equal -7568476542553012900, -5825035304850042289"
"Equal 8842806622097197536, -3900639815679970278"
"Equal -5951356747276375402, -849476738745419327"
"Equal 207309687281153930, -1479116474230952973"
"Equal -3102036761817807016, 5901699575895337741"
"Equal 3379050363116524643, -150277443747925333"
"Equal -5010576950263879511, -5811851173476913562"
"Equal -3469204065245360953, -1418585680631849694"
"Equal 8685107268946844295, 1390120155364390066"
"Equal -2703287727342754523, -2184996151784819207"
"Equal -3727214981564695939, 7991844243131153720"
"Equal 7427837605406585708, -5317863421322614760"
"Equal -8780678340494595794, -7437182465214380755"
"Equal -5101918478284462896, -445444893672878492"
"Equal -1235850301933845133, 3269670841404021367"
"Equal -5421341919486351313, 8546039461420588395"
"Equal 1256678307493338150, 3205799207765230347"
"Equal -4524889326493433460, 472004659116876152"
"Equal 6632780338489013754, 3813212255309460938"
"Equal 2412558178007521572, -8973483362107896802"
"Equal -1842505066196043514, 3243978532748274018"
"Equal 1558310634161539288, -8951237502531198429"
"Equal 3626875309845847802, -4341579750305051240"
"Equal 4193288196676829923, 1380835447930413518"
"Equal -3313419733396961941, 8976512232769396034"
"Equal -5531305177313982621, -5758929693002676793"
"Equal 7685733776911816709, -5314362248427146275"
"Equal 772160210140327011, 4775725952703563317"
"Equal -8533085229934240523, 4577597140574277227"
"Equal 7759299081374466421, 1112893934231901483"
"Equal 1459490523180394932, -7333626261070343954"
"Equal -8209172114333180461, 6718809004502474620"
"Equal 3435159979448611679, -6395639592024379617"
"Equal 11477337330087630, -8909864698434135447"
"Equal 8413255625406817138, 5145475589968069044"
"Equal -5792109899934099649, 7777705901638426367"
"Equal 7326891485064795915, -1089947420391379779"
"Equal 4978770275960666235, -5198482776705490472"
"Equal -3973391537386467335, 2341990198173578535"
"Equal -6305261766345462810, 4279463802372870974"
"Equal -4621316564529482202, -8733200753404880254"
"Equal 4599868678991337139, -1332993088045212378"
"Haskell lower -1185833914100777215, 3396627347123570114"
"Equal 7657083072857151410, 6419532659832452405"
"Equal 2269765957637458734, -3869456613945835426"
"Equal 4958315994240747614, 5392713703970130833"
"Equal 8540433848914767083, -6706522415965567597"
"Equal -4228385836991877370, 7496324103074182011"
"Equal 3935945699261632408, -7080625723976960501"
"Equal 1184907906343205263, 6389791680036896331"
"Equal 1153171275469941673, 2894006757963384453"
"Equal -7712817381555801064, -7290227625167950359"
"Equal 1168104556134672349, 4337705872942477334"
"Equal 7665252676112876819, -1228672944839149977"
"Equal 4285621109060689583, 5726597587265281863"
"Equal -3112706996679578090, 8841417551675610947"
"Equal 828789096493134688, -5952849777642598408"
"Equal -3993716135185920843, 6547188795038779884"
"Equal 3359144625294704072, -2905702057784523602"
"Equal -698701975783808752, 3049655895526936678"
"Equal -7249872201976268861, -9101761675258855762"
"Equal -8677659146977209371, 5437674770288709032"
"Equal -7898033704971627508, 1415988322047920683"
"Equal 2929932128924840601, -6188183857088081388"
"Equal 8348378380504362629, -6101023360672003898"
"Equal 4300930259829338977, -8954495201910998621"
"Equal 3755017452477884726, 4037201658729805304"
"Equal -38172496103873798, -6615297786991205027"
"Equal 1479583609557969491, 3613703664573924623"
"Equal -5816902047832231573, -3378206675103971445"
"Equal -2284057921672122324, -6010599521319508033"
"Equal -2425073913747482511, 1010897866997763491"
"Equal -5250395386412009904, 3255742814631437850"
"Equal 2316596924134008916, -5640138369073502344"
"Equal 8873264370516051500, -6054531512353118010"
"Equal -7492944006626361312, 4135499867505819028"
"Equal -7861545614241226979, 4104816890891683036"
"Equal 9197879864705711009, 5314930437809442395"
"Equal -7076853873377342323, -2702233353921886976"
"Equal 4483742484036162441, 7618890607867646089"
"Equal 162518441898087968, -7163161874852383918"
"Equal 3878395902090634805, 6570525529113328537"
"Equal -8447789465767678379, -3958891289523030486"
"Equal -3556373988009509327, 7804109252473436416"
"Equal 8047236717725649074, -6601792163094796886"
"Equal 3305267112366991277, -5573240704720068274"
"Equal 1707642686853210599, 657940616657108828"
"Equal 3346938927210212463, -4351761318491124421"
"Equal -930553585895280203, 2367752876216126692"
"Equal -5955583925449443159, -3183090695522501817"
"Equal 5414257888542488246, 2224026586169060291"
"Equal -7447241450309635944, -5356818078930486097"
"Haskell lower 6455101231215596343, -2589755387959531191"
"Haskell lower 4959251223730032740, 7488483676565864145"
"Equal -8239893059914542968, -5900471107427708996"
"Equal -9036004446421501355, 709105136760240550"
"Equal -2769670379785134804, -8819001176707994478"
"Equal 2417140653354901188, -9148568441651506205"
"Equal -3921403486968527093, 3623269359610019521"
"Equal 692764517293822652, 610553794397965702"
"Equal 9086751219867963394, 6733778483331979615"
"Equal -8792504178798015545, 595796151957651793"
"Equal -3309582329896334933, 4633532221968321707"
"Equal 5696444638677819768, 1840535693760879126"
"Equal -1768787068122996299, -5077051779327865239"
"Equal -5647274177965168878, -3130840408850624788"
"Equal 2851809265278191036, 7452101016917147206"
"Equal 5743058118862709699, -1248347389146994193"
"Equal 213696609400635168, -1877110169062255463"
"Equal 5999690841489234746, 9172651344162153515"
"Equal -1196863841017232272, -6834555591569856108"
"Equal 3209561457388036023, 4399257838200810522"
"Equal 1635143255778070893, 3830297977867395010"
"Equal 2604289904871484617, -32801371012580807"
"Equal 5108432616275877642, -4886164650801047717"
"Equal -372899774852133402, 4880875471957815573"
"Equal -7919058359589107381, -7076348806569655726"
"Equal -6048673125593663261, 8586711364691860564"
"Haskell lower -8297218376034819996, 2836127664107838106"
"Equal 6113889985941636055, 9147086587872684409"
"Haskell lower -8798148777645538141, 3618007805343375963"
"Equal -3232536189241504103, -6354133688199321951"
"Equal 2516014047332732469, -1483652224047494706"
"Equal 4135965222218595539, -2997889022379400767"
"Equal 2279525533143676089, 6132195361392672678"
"Equal 7158654815838364653, 8405146962527567083"
"Equal -8676706102371732805, 1920286285176692038"
"Equal -2396177991888857259, -865185947457391512"
"Equal -9077452498225343758, 2860353006626834818"
"Equal 2733458272700688958, 4001628387147582873"
"Equal 2914308102516815399, 7462412369062594514"
"Equal -2644290930567152010, -3384282648307370161"
"Equal 4605552956671756111, -2108726850843644876"
"Equal 2932731463900241973, 5826055303807998548"
"Equal 4416927862951354257, -7202378279785076604"
"Equal -8675779791851900471, -511182383518068614"
"Equal -2966121930395079747, -1694996270293135716"
"Equal 2235326229039923189, -5403997030647379105"
"Equal -1993435089843607089, 6083380644458763482"
"Equal -4985391613141622377, 8465393169103338881"
"Equal -1996752853646316176, -2411286454660708122"
"Equal 567032867083201786, 5104529748345393912"
"Equal -7577314857045852067, 2690591260659664626"
"Equal 6839563384181278923, 8753090554130827231"
"Equal 8646002399158792934, -26248518177868644"
"Equal -1372228935903126236, 5652598134665993614"
"Equal -5744693703342548442, 2871116948456134896"
"Equal 5325379707273697215, 705805131912353341"
"Equal 6341320180738325335, -3372402309963038847"
"Equal -6077796732736184952, 5641634231558987914"
"Equal -2685600016823406831, 3559923876300384380"
"Equal -3767140347301878124, -5980323281659450977"
"Equal -267025510069819428, -3575977843543920728"
"Equal -5276020980014278148, -7148079494561149912"
"Equal -4148260951952807520, 940354055210779641"
"Equal 2270539526353808127, 5315083568119483239"
"Equal 5501643367865879022, 1108409184273410419"
"Equal -5272815696448968434, -3403137467868758799"
"Equal -3593403626019598380, 4923253974373497951"
"Equal 9200098300529351525, -6803435659470700836"
"Equal 7042368709557097402, -7157044691473996255"
"Equal -7820679305197325369, 1324068785856820188"
"Equal 6557696587758371743, -8040644085333212117"
"Equal 7282579345180878652, 7834056297808951042"
"Equal -6154964691277243941, 1084468299708425608"
"Equal 6601525504817073047, -339108020964787235"
"Equal 788044560082258050, -1825524167896223415"
"Equal -6126850794779926406, -4491290911620107251"
"Equal -3851310594034708581, 894105662483662064"
"Equal 5653960636899523746, 3511410259556299334"
"Equal 2540735691723548972, 7078519039388914325"
"Equal -522533184839885164, 8058420501747147889"
"Equal 7028040598027193784, 4327687718564043009"
"Equal -4904438671225021386, -5944312933201811089"
"Equal -164819846740184068, 2454341823323882273"
"Equal 3491021487969285717, 2150928349674047688"
"Equal 8941027743700102701, 877440344640524530"
"Equal -282531555239497721, -7483739870664783246"
"Equal 4422536524719474163, 3943962497983775703"
"Equal 4355741921758489663, 7859667455461451172"
"Equal -1174004919786249480, -7534632407978302941"
"Equal 6321565974112452148, 2378306265372834535"
"Equal 1682907495269962936, 811452512909338190"
"Equal -480750907058791551, 6415859235317572399"
"Equal 9172060568856299570, -5516800727351311821"
"Equal 1863093508773050213, -5177145414626016744"
"Equal -5006550650331732947, 3359555184285493568"
"Equal -1692948814579514488, 3197543416628064788"
"Equal -1787236584301951356, -2912639330669621230"
"Equal 2002667279558406193, -2365156084570563871"
"Equal -4969521652726008303, 2163905226932305393"
"Equal -3938537542146669992, -7420529255101624948"
"Equal -7592091125641961261, 1162573164924553587"
"Equal 3383190292341042918, -1236745931402439633"
"Equal -8039905530330115987, -8877126779859888093"
"Equal 5366968641225336097, 8411640937625398662"
"Equal 7727917265168030560, 2192882504904808516"
"Equal -5011775272103120884, 4981717249044944875"
"Equal -4065878965934843977, 6053390736567604363"
"Equal -8790511689018745661, -2950774796474056247"
"Equal 7045423353472800772, -4284184261254547330"
