"distribution: [0,3,3,2,2,2,1,1,1,0,0,0]"
"words: 50"
"errors: 60"
"haskell demerits lower: 60"
"seeds: "
"Equal -3478648829764762645, 3814550273323748965"
"Equal -153602571354523934, 2338834937378348825"
"Equal 9188691511761554451, -1636000517605879550"
"Equal 3418517580629064552, 5277732117007559641"
"Equal 1691656870788294591, 1484854510335353345"
"Equal 288596207455973391, 3821219139572286048"
"Equal 730575469197154822, -4864709740100687460"
"Equal 5625715216755889676, 695425577624838765"
"Equal 8122867675231747223, -8826169646397448274"
"Equal 6861051600208522527, -3970257997054381347"
"Equal 1067136927821162447, 1067474695277962882"
"Equal -1794143374802971030, 8782201205771991464"
"Equal 5675149789056342713, -4543363813739026096"
"Equal -2358436589671305727, -2360928724263492509"
"Equal -3739490776400609273, 421772530165906914"
"Equal -8856468066233603881, 1402055555793732101"
"Equal 5620626287471388077, 7299200800026531498"
"Equal 6411356777083433148, -5182500827825214901"
"Equal -6293474686484220457, 6665811611326455694"
"Equal 6982334019792985770, 1964287856603339679"
"Equal -8662570152408844428, -8502448726018707914"
"Equal -875161508913364842, 615275774668921772"
"Equal -6822686657009459606, 2831889758153406705"
"Equal 9174341966876691920, -459862652330735811"
"Equal -8612156480309778503, 2534733730472960569"
"Equal 7685656899699376149, -3510661242523007905"
"Equal 8594459671932498169, -6725114346716479445"
"Equal -3108625946910769473, -8005344577358782163"
"Equal 5594075854858330212, -5718674562737541925"
"Equal 6379035519633189582, -2690746827427163684"
"Equal -3489703600894550716, 3925424988042709878"
"Equal -464510696831054210, 8504828132131716716"
"Equal -2260292478939749646, 6870482941927734535"
"Equal -7409423958171272414, -5320410364688266918"
"Equal -2113643431623556691, 5954649549007633829"
"Equal 1440471561653871852, 544032538954740196"
"Equal 6009126214668484892, 2151133746243741869"
"Equal -5010107850988438902, 223537336281351231"
"Equal 4593896373628679514, -4808774804279109848"
"Equal -2847726591687547722, 3138645482095715211"
"Equal -7914416851622943197, -3831814615646887806"
"Equal -7423051663831798808, 8975065897459673251"
"Equal 5556506564692935228, -6338391497520661007"
"Equal 1499664457048655298, 1110335249376227490"
"Equal -7948434172033651404, 315160622562722209"
"Equal -2358603880674735053, 8630602039789892022"
"Equal 691395471667466748, -1070468365807242290"
"Equal -1173065625257693606, 3689135064042488760"
"Equal 9142490094524566185, -2433254292748212831"
"Equal -4772954091276884691, 843086717345825242"
"Equal -9095417599778686625, 638485068902091333"
"Equal -6798036795284081583, 8886725133118325242"
"Equal 2440745849027152365, -4960683978967115344"
"Equal 6946485496958400676, 8165232325104748355"
"Equal -8444916286126987667, 6923274646689849970"
"Equal 181531676303902570, 2780739827239952932"
"Equal 8371125313490703288, -8734852850626112997"
"Equal -8661807649635459144, -3420811668115999982"
"Equal -8334906352778747947, 3250746023140239827"
"Equal -8930571960936744818, 2941662288024766003"
"Equal 1743765571833863921, 8895899567806191920"
"Equal 5820566266374254508, -3948210559060964082"
"Equal 9116720086158620158, 1952745056898712256"
"Equal -711429752086590347, -5651764621395924889"
"Equal -7824415076854613948, -2214306980563518969"
"Equal 3046347380371022644, -3063378640830895104"
"Equal 7502560841238700021, 858279385781684410"
"Equal -9151384658662826644, -582089949633215780"
"Equal -3378900518811525764, 8006131315312405379"
"Equal -5668251323021981995, 1999779846842029351"
"Equal -6037698370170884607, -5100006708938180092"
"Equal -2811787624556684445, -104904651413339872"
"Equal 2843579612218725536, -423241839537551504"
"Equal 2862974051546769868, -7488830771176702570"
"Equal 3764389084782276085, 1953127198084275523"
"Equal 6788237108892873874, 5342119610160065992"
"Equal 7242794336410892541, -7047006626968296670"
"Equal 459152498726782881, 8247982985088674637"
"Equal 1268203004980800497, 584899940561698205"
"Equal 7431897959902606425, -4153415006146750329"
"Equal 6676609275586490160, -4682947980447722017"
"Equal -8062318496518896003, -4061220892204895984"
"Equal 4057879397685389396, -2152095299080323452"
"Equal 6462189143066339849, 2581483852331304302"
"Equal -2151387566861371694, -6443598582674808226"
"Equal 1375234749063139876, 3028875455286854338"
"Equal -2767864582061315915, 2251279315199577679"
"Equal 7754243323362503648, -4223804485794864699"
"Equal -1971993904860976717, -6606466635258627882"
"Equal -3954939820349523923, 5077696089820514767"
"Equal -2749255801178280451, -4335196193135946251"
"Equal -3439547755339523651, -3243192850635923233"
"Equal 8919696568929021261, -5883013120850917029"
"Equal 9153859015711817448, -6518403719668843527"
"Equal -6379396457028126812, 4831745000604370747"
"Equal -7989643687940655532, 286407496188373139"
"Equal 5356374397768298559, -6304402649540227749"
"Equal -7561368612259257942, -4176610802901387643"
"Equal 3490378410517495799, 6289725627582243567"
"Equal 9207658179302042204, 6479248643382986029"
"Equal 3239582731952529946, 4633042957273264213"
"Equal 512804568619571890, 3862580584785107541"
"Equal 2241217579155560036, 6165774278651705651"
"Equal -2853315006242727879, 9142605203911621025"
"Equal 5524484660980915119, -4833072632234558102"
"Equal 4248648455028286794, 7802798465011670136"
"Equal -8998361305215962889, -296234301924920082"
"Equal 3727529832759468939, 2262477234901002425"
"Equal -3647037803565697549, -3379354528443192142"
"Equal 5774219085233812652, 5129469839589526764"
"Equal -178661646413253434, -2433680511176914209"
"Equal 8831591753831495806, 8771271231744957984"
"Equal 4928550652690867723, -6358719691385158950"
"Equal 105227898073201319, -8349162782091517898"
"Equal 2060897303085800172, 3674069160100674447"
"Equal 4184543751990488830, -7870542329893533203"
"Equal 2937824380477304251, 3379393352873536047"
"Equal 8291087591038789930, -8525664366093232883"
"Equal 6004842331723595845, -8737314979685406185"
"Equal -4238018480340061896, -1436555819568914116"
"Equal 4752177165161543410, 1889015812892813099"
"Equal 6362545492584977950, 1929633102921940431"
"Equal -5841349757962977351, 7091460192618443596"
"Equal 1173334182976760969, -496691544293730105"
"Equal 5742059259660978522, 7371713511566504666"
"Equal 1178472128337823757, -7668218903147647410"
"Equal -4790023440226733339, -9220504127382999052"
"Haskell lower 1781459732491972004, -6495692063868751309"
"Equal 8003142386325492, 2869714610084220756"
"Equal 7804434063543737489, 6130151656110713787"
"Equal -3467438859812705368, 2262239780424358642"
"Equal -5007391229919132322, 1832603192038896126"
"Equal -8051183918701803491, -2973181908106393888"
"Equal 411259456589724868, 9086188413038328495"
"Equal 397335189665517573, 6523414424299415105"
"Equal -6774554174263034039, -602395908446973076"
"Equal -3064251404770081852, -680867429322977870"
"Equal 738456073339074088, 7757312806197354466"
"Equal 5493765538346461501, -4505987036659723247"
"Equal 8187585288988291503, -8215538482303464427"
"Equal 8785942485631951803, 6560331594688331755"
"Equal 9172582440500823664, -9215448790209990267"
"Equal -5808572951067756258, 8553937154393982317"
"Equal -3790658670166469439, -1734090915652943725"
"Equal -1684234881860527674, -778115797934276122"
"Equal -8907837085042236554, -7201973966986570721"
"Equal -8540533502605937415, -7708015080652147950"
"Equal -5756011995507975247, 4342809766842334232"
"Equal 7879476285219129556, -2722328864420181991"
"Equal -3268410605142242901, 29342543581495472"
"Equal 2200461476269001248, 6522383669419993247"
"Equal 1413542378911335755, 1678179523753776299"
"Equal 4617772525147485891, 7005111496219076681"
"Equal -354377725207377621, -6679835913924606849"
"Equal 951335848138347856, -26566962231278179"
"Equal -6824376124719935687, 8788002542220318259"
"Equal 694900028140302924, 3904697356975944610"
"Equal 481042128772765310, 8336533644454420822"
"Equal 8368125385209744064, -8221987529749858220"
"Equal 1441552019568196384, -3237473398312641076"
"Equal 4755853919586829406, -1373652980038460755"
"Equal 4808888045502946727, -7911247080503058581"
"Equal 8053484349984178301, -5670648183352602289"
"Equal 1407903259836500201, -6793587189695721098"
"Equal 6658387624930874573, 4543718459333912500"
"Equal -1988283034632078665, 4081182226480544040"
"Equal 8601700996227941637, -2289210150392988232"
"Equal 5773639562023710028, -8633300168581067365"
"Equal 3775054127054359630, -1894057877080226798"
"Equal 1408233468427093192, 6634210234827128750"
"Equal 8491684517468053178, -7263751786075526960"
"Equal -2301465811754653794, 6403838432675876444"
"Equal 2011777528301649358, 2498008941257832729"
"Equal 6230471155615372570, -1623923407819936121"
"Equal -1586593611223874390, 7864645283151735374"
"Equal 7681427492066864618, -4310779491099846025"
"Equal -8211997594137704999, -5915992805329558462"
"Equal -2992586081326753515, 7241683896990352918"
"Equal -8659175048703201700, 622641411228786858"
"Equal 4131233379077847810, -2328082314356559472"
"Equal 6392896002073518846, -2394966369405472131"
"Equal 5404983781469749328, 8340207317551130302"
"Equal -5249666937865599571, -4801359267816159183"
"Equal 2320747509343633272, 1708180216122081358"
"Equal -4079945691559275746, -4745417465898696020"
"Equal 6294937485249435524, 8529395054547802911"
"Equal -1254824542809384048, -2223685541024732809"
"Equal 3883820400398870837, -5038982020310034099"
"Equal 3289842135773356892, -7319712803045934787"
"Equal 1293302202210491404, -5420863373294523835"
"Equal -5734604366518507550, -56246065966411804"
"Equal 6546412317579118906, 3551313168611082001"
"Equal 6653957485852053732, 3697108088081665453"
"Equal -5832741483451888594, 4730133559418521318"
"Equal 3020345186447644927, -5946136439606935078"
"Equal -4128807314259093587, 7516905612172535151"
"Equal -4128292694701230582, 1140379731337863890"
"Equal 2078410751819085196, -1325012731995150591"
"Equal 6522606081422901130, 4636764773038207962"
"Equal 4719247641568653229, 5386563401233051855"
"Equal -5401103673749294959, 3049280073785680677"
"Equal -7792595846400394028, 7187442563058142755"
"Equal 5837688111928739029, 5558236645319710232"
"Equal -9177390091866594397, 6951840344567144513"
"Equal 7609932442692737903, 485895047539483512"
"Equal -7130178677937519508, -8264719873973302560"
"Equal 4931790607382651331, -5527054450154075420"
"Equal 2315748052891348516, 3373878434828005825"
"Equal -1128254994590278821, 1918643885390942252"
"Equal -6383738415194660912, -5895722656852889763"
"Equal 9155824704638763235, 7415571170494894303"
"Equal 4086968061913855037, 5754034419985612928"
"Equal 5129244800197158973, 1695730144054737985"
"Equal 3975711442571506684, 5199562139209784433"
"Equal 1208714733025418672, 2750324771096768095"
"Equal 6277136557836371993, 6788910898698573656"
"Equal -6612200558598950147, 4594155831014469253"
"Equal 6585162516342913580, -1953158501080643819"
"Equal 3076681821770080753, 551321436622924868"
"Equal 2892985496335101254, -7690764577503451520"
"Equal -1309130641168330111, 6813656320967055934"
"Equal -904670917805840656, 5319707406655874599"
"Equal -3203895373037956898, 2156350840231720176"
"Equal 2588186137892494678, 7043111193491949069"
"Equal -4200038829218493904, -3095960126233508205"
"Equal -19404211213781885, -92398922191976902"
"Equal -2032404096961375605, 8657246793244144330"
"Equal 7415158199976146946, -451155819770595401"
"Equal 3524911905713279692, 3478398322111798452"
"Equal 8363395129849162974, 8536869442483910865"
"Equal -3545566257105416680, 7729837206691902969"
"Equal 3000473956443632807, 3126540381056756389"
"Equal -730023392595264840, -5220419314906844754"
"Equal 1300493907689374779, 6542479635404533684"
"Equal -3196497352355651303, -1021707349130403078"
"Equal 8159891058763651194, -5013929765238176913"
"Equal 5453008610541965871, -3650448693735964385"
"Equal 4149230416530330440, 1025954773131033836"
"Equal 936176270876861643, -752940773239694640"
"Equal -9065739900755683610, -8437665503776189298"
"Equal -2612157172008882251, -7109729625049213691"
"Equal 2634356265732178174, -5685276102992566172"
"Equal 8961377869273457316, 8229610905513763597"
"Equal 6440962822386611271, 1324371135745066606"
"Equal 4436626694624604415, 7148221287701735469"
"Equal 6302847482526627909, 635928520268083558"
"Equal -807425069229743471, -834015927556484992"
"Equal 5975245317150236301, -5018049654354785264"
"Equal -3800453510781786211, -7613252774226581357"
"Equal 1121895679823647960, 1797957115712236455"
"Equal -4441537558885859568, -1707537362166149359"
"Equal 239812755131004525, 2960760804245964697"
"Equal -4393329817152867654, 1724985917167024672"
"Equal -5328029929861344416, -2222764016338103200"
"Equal 6565886079058767040, -1579954357859407764"
"Equal -865517897228831685, -8972943251759841439"
"Equal 4305422761357023060, -5874412098839428662"
"Equal -5381524526371489625, -2756601318277970597"
"Equal 2987293354910529033, -3554832644472768160"
"Equal -2410311872315801467, -8607092973695034665"
"Equal 8946544565482955511, -3283309707484014009"
"Equal -7778547245926675880, -5465504053271925903"
"Equal 3850084875884186799, 5237681440826815563"
"Equal 2988653748381955251, 4582770983303305501"
"Equal -6454061349696593649, -7732434601158838475"
"Equal -5002256666847172869, 8927926151253392246"
"Equal 3024691861536480826, -2020402812125791817"
"Equal 4042358327338217701, -3285392212589010040"
"Equal 7368301163722134949, 619469436271626420"
"Equal -4140469655419209365, 3822758143133772053"
"Equal -6549500464930121730, 1538222815328659802"
"Equal 6619467183320391520, 8485961428268085878"
"Equal -6682803338127815485, -7930713283338077155"
"Equal 2800020864920206228, -2339202180649052816"
"Equal 7211263933454325999, 6779294991310083032"
"Equal 2769045755908945171, 2860960195710960044"
"Equal 8321870781614121014, 3409293504773523947"
"Equal -5705166441450974868, 8187973161784191782"
"Equal -2445405141634111104, -8986433680718273138"
"Equal -4316003289474008404, -6732323692914310843"
"Equal -7777293109081669531, 171900041693613409"
"Equal 6687206350855571419, 6539669815966204984"
"Equal -1949065368266680837, 1570828570963117668"
"Equal -732963800842896894, 3602519385642719129"
"Equal 3534038023173359767, 4729228351646374270"
"Equal 7002191995028689804, 1235902844164071005"
"Equal 3841574434605770595, -1699281563094890362"
"Equal -6407689192079702797, 1793775130978373740"
"Equal -4100177782521359162, 3431917302391795948"
"Equal 6662253177573957720, 1019569748661525911"
"Equal 7905442044179570048, -840713577239828067"
"Equal 4059484757988711308, 5404742477900515374"
"Equal -5264242054824908279, 649244560735505289"
"Equal 4849112845960347669, -5411996633993490261"
"Equal -1008647435562499941, -4286965235359833151"
"Equal 4837968421566354684, 3799278571081426612"
"Equal 3344636221900418004, -441106111064436459"
"Equal -4907053967274539, 116088169925147621"
"Equal -3116894188086532685, -3094825439123418681"
"Equal -4707597977104851110, 6246480004877351763"
"Equal -6934446346050563830, -7430266685721241645"
"Equal -2954568994694021091, -1998090609508434644"
"Equal -3620329100551438076, -5358232718309859632"
"Equal 6559284026421259838, -308922401495549687"
"Equal -1060018579367838432, 6205898187531504280"
"Equal -6936150766290601807, -8915151545731100394"
"Equal 4924272657266406007, 6538371948714751117"
"Equal -663352831502514657, 525376156923409171"
"Equal -6513283044710227560, -4391738165628880399"
"Equal -2090029788930742280, -5716662575048325049"
"Equal 8350791800072255720, -4665509235793312835"
"Equal 6562591203029176432, -7953405711120319936"
"Equal 9120685676878857447, -563905323176179445"
"Equal 598929644497434281, -4609429804298844585"
"Equal 4652974346976533601, -1216666017290680541"
"Equal -4081384725738352028, 6583987032590666084"
"Equal -2290948978164330604, -3687401137095341876"
"Equal -4609223041218783384, -3447189043511801158"
"Equal -805819624997191548, 1310310214315278828"
"Equal -2946201029033535852, -4826012461093669442"
"Equal 2707034623507273511, -4755154004201483010"
"Equal 3591212243337066816, 5314963596128685517"
"Equal -2448737730453003423, -8927208056517728135"
"Equal -3104868221406774585, -8902651812452512928"
"Equal -2731098587126236747, 6341752684686871584"
"Equal -3124247769536796030, 3681931841763169043"
"Equal 1835326493753534189, -247478029107187245"
"Equal -7617911605448240612, 7544580198699966812"
"Equal 8133064639172994169, -6835523410448973673"
"Equal 2409819246139007742, 6943037453803238467"
"Equal -878067074145214931, 4800831256178223484"
"Equal 5890122012273707352, -4829830161191867884"
"Equal -4666308818959421952, -3846303801219335505"
"Equal 8882007922485896061, 2671817989559344975"
"Equal 4656880500346160219, -7373142530168889349"
"Equal 4887976357651386060, -690011461178984253"
"Equal 3266808103042185391, -3955891991914543485"
"Equal 1305706830120035394, 6052089235700829702"
"Equal 8217341298208084834, 2103720103729253156"
"Equal 4063053571291035538, -1549326849574108345"
"Equal 5647688460492785669, -6785080081698732670"
"Equal 13209629072414118, 3315349259383934207"
"Equal 7066766690970967113, -4127539635816484860"
"Equal -2602759712831542625, 3924055718735604381"
"Equal 7045679115943616662, 8272009212258923240"
"Equal -3171590954481019482, 5401781098756116357"
"Equal -4302238039794462357, -2569412118826200837"
"Equal -6037968820414579344, -6777473662827528710"
"Equal 4762052506881509892, -7124322789219750825"
"Equal -1032600900214012574, -1363059176141809716"
"Equal 4816189807556720885, -8338397251197998202"
"Equal 2570215174398921454, -8288955321408346167"
"Equal -959341218557387692, 1352011922691511716"
"Equal -2989918503587814541, -488927738023130860"
"Equal -3234739881406452320, 4021791921857310336"
"Equal 7250429524004288886, 192536715350757197"
"Equal -2445229494155701054, 3261091078781147578"
"Equal 3058684748891156699, -3853699840256433809"
"Equal 2833169737934560476, -79294736597556483"
"Equal 55204610428861145, -3694572000177240553"
"Equal 880885675388050102, 3922385437943535837"
"Equal -6598780917228794816, 4322869955380795515"
"Equal 3552325116197671979, -8918005490795013006"
"Equal -2820913452194156190, 7686793882063788266"
"Equal -2657483825939947186, -8824845755064208552"
"Equal 3927325127349239074, 8187310899348037376"
"Equal -3978767796298907295, 2151670987605339016"
"Equal 801946825118078580, -210819152845771059"
"Equal 1069394300884276163, -7096162534822949492"
"Equal 4595552815221196274, 1450796203111181539"
"Equal -7988387257901693215, -6339085772411880796"
"Equal -3316604220923229650, 6847085932248341438"
"Equal 5052775185941191660, 9073059489913686991"
"Equal 8790349162935089571, -1840540590328286308"
"Equal 4930871160193385804, -7902163283384737391"
"Equal -8517847441421700684, 8875170380740310869"
"Equal -8854578496102816156, 8060585366266720038"
"Equal 1466327643347323119, -4257890011786627909"
"Equal -7606519165658340285, 5842907621820603475"
"Equal 3958199174012952003, -4015374996218319744"
"Equal 4717552331593411097, -5425067194351726216"
"Equal 546189548798436297, 3192354407330349678"
"Equal 8514084490061572289, -3467125525051736394"
"Equal 6872062350747906143, -321014535825691394"
"Equal 6607168752620514794, -383727312727691291"
"Equal 6776586729901325962, 7638680728168324666"
"Equal 5343847329596684758, -4552740304145452319"
"Equal 4003834155393868948, 7599883889563102295"
"Equal 1078480147874697148, -3837090070420546920"
"Equal -4537256377428634095, -5827428293729266252"
"Equal 3681823544558811109, 3329377308557773331"
"Equal 5510138769270226878, -4991724170919773390"
"Equal 2453694901425586914, -6254394308570724488"
"Equal -6252019282705377745, 7616991103260848817"
"Equal -8593799069661755428, -8739085525181002424"
"Equal 641774138785467444, 820363417800447640"
"Equal -7756740786977745545, 5301396095630617768"
"Equal -7815043122580597606, 6412508885252255481"
"Equal -3105995784588616276, 5797387387539900525"
"Equal -5309173010149029195, -8995227489970555672"
"Equal -8214838991666457168, 4049969251670146112"
"Equal 693629673160828510, 4924618105517381737"
"Equal 8751307654352635301, 2219502001434718970"
"Equal 1033415087673783973, -2220576513659719310"
"Equal 6987086364525126151, -3810136590041939687"
"Equal 1808120613850450122, -6210020464172169751"
"Equal 5707304398639324566, 8765002140771352253"
"Equal -5338024421165671050, 7641317388007916207"
"Equal -1916811697673963791, -4048814227152955445"
"Equal 994688890722569923, -1169824706582896500"
"Equal -6861381713562496311, 6087407423557682676"
"Equal -5335524865831585627, 115551884241718035"
"Equal 1597073601202803289, -4724413045014528120"
"Equal 6631008309944754743, 275959179330585963"
"Equal -1708214921335155775, 3911770556182159488"
"Equal 1999125802018077291, 946895790835551251"
"Equal 8631232079402961159, 6231483322538682936"
"Equal -183057901019835672, 4100997245218570384"
"Equal -1780879612355832522, -7606440156777005174"
"Equal -3616629594638956772, 5949725033254604094"
"Equal 7360805229794805064, -3341015675610880527"
"Equal 2476180062794557094, 7771753410807242146"
"Equal -3477272948114929020, -4398651011238841446"
"Equal 4549406949027614730, -65470274754616425"
"Equal -2770146699667009420, -8032606640948677167"
"Equal -2143131260617698172, 7110866012002412899"
"Equal -6705432391994570891, 3737618784842210846"
"Equal -8466181227269513918, -8105707944561459099"
"Equal 9086665939913519571, 5645264800050272079"
"Equal 2191332111512485339, -630527383881689044"
"Equal -2352241784017790068, -8927724106740472760"
"Equal -119410118934157804, -3307317681841317069"
"Equal -92346482573462657, -3263384424302529773"
"Equal 614201046152747339, 7782616129854275291"
"Equal -65485457763112931, 6748931987668561793"
"Equal 3340662381726358479, 7535444737512380408"
"Equal 5798318869301535068, -8866115719048182216"
"Equal -1305560148145779365, -988793255355181895"
"Equal -9059449673512104887, -7917530712758409764"
"Equal 9072054192570126256, -6262279877358797148"
"Equal 119347658424324727, -6087710843912228596"
"Equal -1963224351918893682, 460142063689003572"
"Equal -2803649055665034044, -9005830433643059838"
"Equal -1570264289456269073, 652566232237872674"
"Equal 605828317628552659, 7462972904594751877"
"Equal -589867517871353069, -372210183994178679"
"Equal -3080469703659877138, -4920720885332754499"
"Equal 2631588586335913856, -2136273965454533852"
"Equal -1779330581318580255, 3555842639210724549"
"Equal -1181670871304766235, 937765869908080129"
"Equal 2965816960875161919, 5890734934085746099"
"Equal -2197502080369589254, 6674992649828918892"
"Equal 2287918366784229944, 3435457547753116977"
"Equal -418785821459159244, -4834240322650811169"
"Equal 3678139908271693454, 3080363386333406315"
"Equal -3206945632891184110, 6491219337050362182"
"Equal 7681596423272125252, -2564659913392672588"
"Equal -2461136773167975386, 6977393396356225159"
"Equal -3273635114458930835, -8413919085110130417"
"Equal -7358526830780791909, -2934033594735629297"
"Equal -601730290042421475, 4650295211638900341"
"Equal 5712762354828829997, 2017641392835129211"
"Equal 5256664653229598985, 1214574361777158706"
"Equal -148871903492650656, 5877358288604610299"
"Equal 7039314126761699218, 6276876366291649897"
"Equal -926164802858171675, -1183693032775940583"
"Equal -429583946751770074, 125758440191696657"
"Equal -4622973956786160348, 75255033930222918"
"Equal -2190932855093808527, -8235467944096674451"
"Equal 8844716544131617324, 3770574561487084900"
"Equal 114776624310817533, -7907916843859634516"
"Equal 7330715152696716219, -8304932873801580954"
"Equal 1744941829632210410, 6172890616672979001"
"Equal 4023513209857838037, 5078926565060138474"
"Equal -6397945884636206465, -7474735093780312889"
"Equal 8327793670537760481, 4785687895204981278"
"Equal -8750185029873091874, -5046353191872666637"
"Equal 2829861345398248240, 6601771410073873635"
"Equal -9206849487173786387, -4515997642795468493"
"Equal 8173715105687336912, 612841679929024003"
"Equal -1756781285248979482, -8366192871984610490"
"Equal 7881822087692623488, -1151689780008270915"
"Equal -2504647891943151961, -220771846208514682"
"Equal 6854689577492231468, 5667744407594000356"
"Equal 1952697440604368003, 2945855378338209667"
"Equal 8193275978820014053, 4059316821187712147"
"Equal -8759540908301336292, -8278637579050623151"
"Equal -8637995538655316882, -5412344274279591155"
"Equal -4874560458680227721, -8941690951499681593"
"Equal 3500925721193693694, -2679813721068944"
"Equal 6804288272307617019, -250912524945012640"
"Equal 4221673663072689753, 5381025870529649963"
"Equal 1998822165728976698, 4992302638587916898"
"Equal -781112600453772806, 5427889114700386779"
"Equal -6144154066111928668, -7786776960463182067"
"Equal -7090882993376948135, -5937662352044682143"
"Equal 4709564898889466597, 2477081677424290605"
"Equal -3595238485478583762, 3973999069121111075"
"Equal -8127038682383778004, 4562146203606163843"
"Equal 5282240352517275564, 393536796210800660"
"Equal 1837681919273240093, 3973391451558657316"
"Equal -2504251214849263016, -6381034671559548870"
"Equal 9095596143184357537, -2919169494923135518"
"Equal -7779652514511535708, 6443845623852472035"
"Equal -3739033778395925795, 7879385377694082546"
"Equal 6254760841764796550, 7050221623377849378"
"Equal -5344055603857976374, -2816115975722813526"
"Equal 8477990027503380353, -3659947140958922308"
"Equal -2262907786130543641, 8200706080506403075"
"Equal -5737396018418180944, -1376757975312604719"
"Equal 853965480683408627, -8564645704637422600"
"Equal 8400753690231363265, 1405953942560604597"
"Equal -6930994145055811674, 6506917735303615457"
"Equal -5524132620488996871, 8187864193807622246"
"Equal 8564939536905796953, -532583120730933814"
"Equal -3305673510440412380, -5081429602995020930"
"Equal -5626944845626704030, 2887750369556702241"
"Equal -5258399718707634171, -6262193518557589760"
"Equal -4144098284614237650, 767682808888885331"
"Equal -6724777514979954739, 8322517064286408350"
"Equal 302677698149765226, -928010280759884869"
"Equal -909659181765853326, -6520694049493382475"
"Equal -7042222913233649659, -4131517432904392451"
"Equal 5900463635201624047, -1228307851835549551"
"Equal -7471833550360122749, 5117908940935526216"
"Equal -6974952185776677140, 636173097712234126"
"Equal 7090048645470837203, -2495362897145314290"
"Equal 2906391796700112369, 1925508470940862338"
"Equal -5659397059092819624, -3184156024531164713"
"Equal 1510730625717205827, -3719490818833270565"
"Equal 7376938531811146163, 2686406389878917055"
"Equal 9084371948431982566, 3395510447810643800"
"Equal -6934797840313549360, 5588629285821884092"
"Equal 5319304112516856143, -5839006359930429535"
"Equal -2055313746338297464, -4443945287335081186"
"Equal 6477977220014704294, 3821164650346492311"
"Equal 5212072344470584901, -4590278686522874676"
"Equal -5678061096562970258, -1521548435482127470"
"Equal 5941108234111055245, 491998496666855620"
"Equal -9128953164244009761, -4572075735168012274"
"Equal -3392856673377104281, -6652181747523559813"
"Equal -8040330429009784552, -2326681047859006702"
"Equal -7238103520861509778, -4792658577650987527"
"Equal 3313759759903107827, -8834248748492792866"
"Equal -460480586461310834, -4090257447472701029"
"Equal 4146879955014931373, -3469377396436630510"
"Equal -8467435379840146113, 6366994675978528659"
"Equal -3198867171638730214, 1558148454844613473"
"Equal 6752236939653781819, 8799356266537393828"
"Equal 5300824651271145756, 3542673450346274823"
"Equal 624159230477128521, -5454388292960210283"
"Equal -3104185388613799433, 539617863414301834"
"Equal -781490510625828781, -4186347853053980989"
"Equal 1514243832709956639, -2649180508801426481"
"Equal 9169660693952151899, -5371112493908181485"
"Equal -8962064567010927957, -2748235587707940368"
"Equal -2073829930182326486, -6727043008908261084"
"Equal 4764217211469453595, -4605405847529247645"
"Equal 1089586404621370583, 5731901977546087410"
"Equal -3927043982324506541, -8964170550764257772"
"Equal -8339108359673540996, -3215288713317968950"
"Equal -7267891927496513800, 4661297154206038483"
"Equal -2999475782641604072, -2677890215880243297"
"Equal -7129590159828813407, 3041410020132958728"
"Equal -6520971935127755505, 6582574426475599216"
"Equal 6110673893368306081, 1759258686888434226"
"Equal 61791767846595488, 3632133616426053568"
"Equal 2230296249346330970, -6663142649387208953"
"Equal 4170703269499605931, -9019285846902509530"
"Equal -1539477041133124178, -8136479277565407439"
"Equal -4064744667064742759, 8465515825906038717"
"Equal 987958232727912781, 1128521179182507917"
"Equal 3872514611856121860, -7549347825102649532"
"Equal -8599852454204941114, -3806370554285484521"
"Equal 5460833135496071904, -2003960444042570842"
"Equal -1733417206940510597, 5957114637897431133"
"Equal 4415835377528781676, 3076687274319874212"
"Equal 7863648077071506940, -4579392841929780756"
"Equal 2396822696521512101, -1289855949460279540"
"Equal 5354240852517072195, 5487217012750874306"
"Equal -8801426656371323225, 8648998326828812478"
"Equal 4100765133569912038, 1584348311753586796"
"Equal -4958661843316685868, -604217520337211053"
"Equal -4726911418270891479, 7547336467326757728"
"Equal 5240023302058938695, 206934045899971237"
"Equal 8166314524482872092, -736146972564036863"
"Equal -1204218980880613779, -1553016686340404658"
"Equal 6124363805922667345, 4163885446685718188"
"Equal -1959548623361090404, 2896688371593616424"
"Equal -8571130002261097474, -5168141227901014709"
"Haskell lower 8863766872284552516, 292926638988968364"
"Equal -405161640266837292, -1747300773761514632"
"Equal -4326268248128774223, -1043235103102781468"
"Equal 6555805310245769035, 2365423619588077147"
"Equal -8584850593253070645, 6497146382922251328"
"Equal -439885055616114136, -1664890442853836451"
"Equal 2385604962766746972, -6182378119391421344"
"Equal 4604958699756758776, -2573655666720454371"
"Equal 5335072304994345326, 2271279774470684062"
"Equal 3107841640237519685, 6062970948582672244"
"Equal 931102798232563635, -3199807531280119174"
"Equal 7762843955306370031, -4570753949497513266"
"Equal 8175813159312553980, 3358586098931269416"
"Equal -1599785436109264718, 1144312161835090183"
"Equal -4473358642230224548, -8785770826481039557"
"Equal 1817121562728897461, -56640592332806902"
"Equal -8738094351391111536, 5633041778306700419"
"Equal -2523298960666492296, -5846469053014192627"
"Equal -4713935977956504539, -3742679422070595984"
"Equal -2152254849333340381, 1652138244438163297"
"Equal 3456438694815042820, -5903131702555091671"
