"distribution: [0,0,0,1,1,1,2,2,3,3,2,2]"
"words: 50"
"errors: 2144"
"haskell demerits lower: 2144"
"seeds: "
"Haskell lower 6009205448225366152, 1021635173161217263"
"Equal -3677740765760316251, -5788737270479117871"
"Equal 2775660898197629847, -1019310100803859975"
"Haskell lower -445590057445980266, -4295049447439321732"
"Equal -694270802040803747, 8877558033454533994"
"Equal 3450078656185855702, 5354108361355163661"
"Equal 8815998841326000511, 1036102184607183650"
"Haskell lower -5384008612757181644, -8693290667337886815"
"Equal 8230304371317284732, -7490852631138322282"
"Equal 8287782352541079014, -9064203438814038721"
"Equal -5423357120243002298, -6502744701897002895"
"Equal -94048612061058732, 6159390340948573869"
"Haskell lower 2200973954493366782, 1649173588188957870"
"Haskell lower -6203860773240628995, -2179999841563269432"
"Equal -5229210409081755853, 3311395712748766831"
"Equal -4410820702466300448, -3948642506450713529"
"Equal -3845264904306861977, -4599925016585883950"
"Equal -3651097333185891987, -81676805173585213"
"Equal -274246314706708288, 3777495438044643688"
"Equal 2261702992943008576, -6903959364115270412"
"Equal -1624288654100280895, -8743618892120419449"
"Haskell lower 46268717500608688, -3558595187970331424"
"Equal 531089291539698085, -5353555447285573659"
"Equal -4749805336845968500, 4996624255180437248"
"Equal 8900024696849370970, -7403144272563719679"
"Haskell lower 3287253122727484556, 194168663533255553"
"Equal 3832680656480851160, 6713547205163130466"
"Equal -1442307411641389871, -7352478296633945487"
"Equal -1090101762653826132, 3208757088197822759"
"Equal 6594330318949085800, 6931591306300485581"
"Equal -1079733780386273326, 8340333875656423506"
"Equal 7214671780819906687, -6062451151467908955"
"Equal 2484795830414909266, 6716651889175644590"
"Equal 2136432303392854323, 2095170550296462087"
"Equal 3817725738853998712, -8963963938774696975"
"Haskell lower -2501905394747213740, 2228048987207151069"
"Haskell lower 1312928831513946623, 6068393717439633659"
"Equal 2540375791627015132, -753687060235563825"
"Equal 4326589548478311106, 3215030166764944564"
"Equal 932990272860028492, 6937733092643122485"
"Equal -2118443654118617934, -5119691290697062569"
"Equal 6496936641035760656, 6757832700381366685"
"Equal 2520122648777412580, 3735498036243067925"
"Equal 8664041474969672303, 5456148266609739452"
"Equal 3947746842610037655, -6915050713651563441"
"Equal 1911793905342188872, 5416504519644030067"
"Equal 4903266420406545298, 7607403485261276055"
"Equal 4496227499141194403, -5080279345050328339"
"Equal 432113345871419443, -2433331725077004588"
"Equal -2108409878100613793, 8624720707232132921"
"Equal -8105105551281217550, 8057301872619107874"
"Haskell lower -6755000937061005734, 6984727035447583934"
"Equal 2056391958682735742, -8466134061052476433"
"Haskell lower -5344572170083481543, -5783165899997091559"
"Haskell lower 9154946561420736887, 134388410904244629"
"Equal 9189887085298954261, -1154123609048619739"
"Haskell lower -7640925199694850246, -2624041471982510813"
"Equal -8934880668559121323, -3177226802752060567"
"Equal -5523637524037473210, -708692825387568053"
"Equal -5476332468050177835, -8419357188822201176"
"Haskell lower -7419840801605581311, 1775398338306329539"
"Equal 8916462965571528768, 2639454729509193284"
"Equal -4796580889952512872, -7071230033000708370"
"Equal -5839122848214692023, 8773135824479779652"
"Equal 5186821388291754474, -4034970406947116370"
"Equal -1259745898896948527, -8136625765624478336"
"Haskell lower -6333849661566810128, 9132087883952245934"
"Equal 461133232972081192, 6817073084251086148"
"Equal 4170744069357815357, 3719490578477600978"
"Equal 6441840139426700228, 4498598295115667426"
"Equal 8628936266896050876, -6290181493374954508"
"Equal 3802588379306531871, -3537617902532134829"
"Equal 841871933863248737, 8626215756166808488"
"Equal 1208145038022295389, -8709901474351233454"
"Equal -1371905666823901063, -8478439216210089926"
"Equal 7670917653428440196, -3556146867596058105"
"Equal -2034972915769181316, 6044343880584114763"
"Haskell lower -8554223195851566636, 4926523310039336921"
"Equal -4147269452943826172, -7279815830031832524"
"Equal -8033408501071315332, -5248206653138970386"
"Haskell lower 3196673660015958740, -7314675803334839892"
"Equal -3371514240410713266, -6746304838940452740"
"Equal -8740358705196356631, 6776256098579988414"
"Equal 6851386102377722994, -1400293645451435632"
"Equal 1575822944954343515, -8631265017008593286"
"Equal -630582654025647687, -1009884694628432381"
"Haskell lower 3190758055961668003, 8127385047764509319"
"Haskell lower -2534661110576396514, 711960661231510422"
"Haskell lower -5355198304028775092, -2295005385212931534"
"Haskell lower 9115354668606966543, 3334051784252117556"
"Equal -247009933259599938, -6622965580478100575"
"Equal -1018046038972570935, -4868398516989930854"
"Equal -3777644093715662556, -674028741641170625"
"Equal -2656334340359167474, -2271173272981125138"
"Equal -4669761519994062234, 5611491161241373125"
"Equal 7994117479387176572, -2907067725169914864"
"Haskell lower -8183482549153208280, -1858247435559219853"
"Equal 4569361743269473927, -9123123563309075855"
"Equal -195695253434721874, -5200873463611171396"
"Equal 6567546067003693517, 295238871612016715"
"Equal 476634993616599209, 2262920846531199349"
"Haskell lower -7325290670605689856, 6600372655801977700"
"Equal -3779093221097116852, 7193796259083967876"
"Equal -8838307478288754905, 881525400918509738"
"Equal -2703130781117020018, -7777226591287736758"
"Haskell lower 8635493413569871497, 8075159736096342881"
"Haskell lower 1770890508960875935, -6419708488547715828"
"Equal 8167367470835376814, -6499880763831877607"
"Haskell lower 2636168942243888339, -2014931352544278421"
"Equal -7325770093750855758, 8309409931050460681"
"Haskell lower 4469067670446614071, -1638373711743338647"
"Equal 3689886675466149632, 656605698478684460"
"Equal -6244183116805439302, -324766508419015681"
"Equal 972022332330233596, 8131627021721304092"
"Haskell lower -8064377290031370162, -1577405765898065463"
"Equal -2762781445876908430, -4925045083254673107"
"Equal -7774792581275984348, 8676169892658709168"
"Equal -9006632639415488954, -659980648757727030"
"Equal -7943881841646500632, 7660362731244542630"
"Haskell lower -7764954678322095458, -1899313208131199763"
"Equal 409233208510239975, -5818404998827744054"
"Equal -5600457583240282061, 7017240836230321072"
"Haskell lower 8489831801285845621, -1164926123896723275"
"Haskell lower 6757276202060998921, -3946964714422834095"
"Equal -1433512647625404856, -4131345112576213341"
"Equal -3478887750862091697, 8612958942730086507"
"Haskell lower 2980649614470896051, 751117039258302155"
"Haskell lower 1538137321521495677, -4425395607117721315"
"Equal 4077746770813975712, 6875068848461390122"
"Haskell lower 4614120212712490222, -7376682357430860222"
"Equal 4762925137579071271, 3426178423660033658"
"Equal -8118010913144283805, -2354102821727385916"
"Equal 4242376133905301085, 3874102533437989731"
"Equal -965468203370420209, 7147665411131210967"
"Equal -6491719071251353444, 4823843016307993877"
"Equal 3801283365607138459, -6928433394889876587"
"Equal 4950924181046323372, -4320873447540163177"
"Equal -3174133648516487890, -1212507218812389248"
"Haskell lower 5605976421808133734, 1280355547810728974"
"Haskell lower 2719881643562820408, -1081564570387278278"
"Equal 7784336039437300735, -2200291643863958065"
"Equal -3887833999251206785, 1635611262950792237"
"Haskell lower -7480475172156402430, -7438136136439692053"
"Equal -142586072740320006, -5187884014563913174"
"Equal 5274528889893050220, 632909244083748879"
"Equal 6347033103574657253, -6511995006913335768"
"Equal 8254425861948460928, -5358232316576722893"
"Equal 4267258524747387595, -328472246256230509"
"Equal -6525444122625026403, -486608795210865446"
"Haskell lower -4974050361274607577, -8645344652804586109"
"Equal -2820330035165649404, 4795880567923256451"
"Equal 2080621196605545920, -6091659551698379044"
"Haskell lower -4876873917393548828, -1250854860100096948"
"Equal 4761480786100380403, -224530555292153605"
"Equal 1464352327229411067, 469987330734047949"
"Equal -4034525879330340560, -7797345770320217035"
"Equal -4962817959436359309, -3746589320845016666"
"Equal 8452843115619082452, -3781421127511334325"
"Haskell lower 3172618689146279065, -6611002598621752834"
"Haskell lower -6723446794786057084, -790397164109463154"
"Equal 6095045648264569214, -1916941475866950460"
"Haskell lower -6316517321963427718, 648374944813272892"
"Equal -5006491832250409353, 8289632810127525951"
"Equal -8838820044336690520, 4073342101031205247"
"Equal -4197809731350537785, -6868727872898486477"
"Equal 1076264616140429961, 1428937361838592229"
"Haskell lower -3213691483552951179, 1248904892879533362"
"Equal -5089750959214007526, 7124449265012392806"
"Haskell lower -4589632156883462584, 6695187496907665111"
"Haskell lower -8449275262621670077, -4851701851352020249"
"Equal -7269738663843372882, 4867737914795499261"
"Equal 3060979024216955226, 6776408054976488632"
"Equal 6267053069805791189, -1364005817047268436"
"Equal -3343551791609600347, -978341299233328690"
"Equal 4940690109036564889, -4318014578356748573"
"Equal -1573415973881598064, 7504165207653492947"
"Equal 5659322803599598421, 4513382774011110483"
"Equal -386584898361861117, -4436348969173785775"
"Equal -8632803514742041175, -6197538400695154796"
"Haskell lower 6997633735181185013, -1161263739603309752"
"Haskell lower 7614110268629880636, 6213702018022906818"
"Equal 2078420976552223095, 8751860719809758693"
"Equal 8100006224798776919, -8827673642289385604"
"Equal 8590935011123426690, -3221805981478611215"
"Equal -5161158657767530127, -6352216388323650896"
"Haskell lower 6061817758820259938, -6403735537671252051"
"Equal -5469169409088714179, 5621047888742835595"
"Equal -1700101298131317168, -7102667377320595088"
"Equal -8303081559060291240, -1423033603377281087"
"Equal 6395635075127782599, -555486497213836391"
"Equal -7608611506076471228, -7121414697770659188"
"Equal -8924726037287183148, 4444816277887386113"
"Haskell lower -7493157053414275103, 2938038824312278455"
"Equal 4579009858777655228, -1696643160823872100"
"Equal -6347588102546724029, -3986603181079046726"
"Equal -4558626779542864581, -5186655463858987197"
"Equal 6858864030155228078, 3504757511272899048"
"Equal -6723948821213958821, -7255033523282178379"
"Haskell lower 8552826143018950308, 7255840540436517842"
"Equal -6166656711063799217, 1241428652991021044"
"Equal -5111918148586161461, 3904536015667724495"
"Equal -6229478918753300164, -8784621325333019356"
"Equal 994723862582809074, -2960670425680560829"
"Equal 7593789037249127749, 4111059545108984321"
"Equal 43719742144721984, -8888750110429454637"
"Equal -1222131171049811561, 5557381709389916404"
"Haskell lower 7706516069353852189, -8239645304829871366"
"Equal -8748110581331113112, 1673726045219741573"
"Equal -3771222628996238, -4390136097823591433"
"Equal -3840035505242296023, 7208649687467185054"
"Equal 4531024201212685066, 4897419765468350390"
"Haskell lower 5842586539905955440, -8075038919624735834"
"Equal 3760808677803658427, -3091833654283501756"
"Equal -7489717160483267363, -6733751020796005081"
"Equal 3121982564980614013, 8901376279772729339"
"Equal 2074715877303833249, -7438005983026062216"
"Equal 6577043138627374977, -4735390488681878816"
"Equal -6012230252955555252, -8259537827570994665"
"Equal 430579414510806630, -6080032195350070817"
"Equal 6785112316536678607, -9039761787526451774"
"Equal -2165477753838321789, 1963245360063915541"
"Equal -2344605713843268021, 3338575300002306629"
"Equal 5957007310474901491, -4589177844370083993"
"Equal -3643905853466502606, -2124562610191226585"
"Haskell lower 5486095390164346286, 1105383245101543668"
"Equal -7553062917713049078, -3502373776252513112"
"Haskell lower -3507682496411510839, -558865694361378486"
"Equal -6976772885720934765, -519070477769886635"
"Equal 7590049942269475560, -1357093110494653764"
"Equal -6583640824776674424, -1895054259641663146"
"Equal 3088823468095967145, 2130880715362035872"
"Equal 8159723693832042944, 2981376943475249001"
"Equal -6605587000963992760, 763999172843217544"
"Equal 3431530551848651703, -3531286499622754422"
"Equal -1831181850182111438, -5337453469434332692"
"Equal -837094636701215041, 8023112590389062920"
"Equal 8302670286076747516, 784582259243893134"
"Haskell lower 5946912181357688508, -2743794922981747009"
"Equal -653412393214478423, -8532299058934748884"
"Haskell lower -6971396165640717593, -8970205064281239711"
"Equal 779430027850144352, 9066641298733968690"
"Equal 2644635143372422966, 7986961924359540966"
"Haskell lower 2787498763109590511, 8696816593848577628"
"Equal 7118425489410264576, 3145649320813234558"
"Equal -6602550911988799947, -7146661528896622766"
"Haskell lower -6143191648149053579, -8761056143719417311"
"Haskell lower -4618601888379763896, -5907688835169104247"
"Haskell lower -7423460184877930653, 3593285390081394554"
"Equal 8432397913168727541, 7841917643834655865"
"Equal 5785615542011187797, 7193784830148547132"
"Haskell lower -6158019642743581415, -51100317140989239"
"Haskell lower -3585789705736730056, -480737477352829548"
"Haskell lower -1233098072957572595, 8527665286804666969"
"Equal -7546497766192901375, 4526549215011163664"
"Equal -5824507666837571816, 2630794699750240462"
"Haskell lower -6803008062209743011, 7331543159853617972"
"Haskell lower -5553324236155161571, 4345846749124319811"
"Equal -7047354555008954671, 922121974817420652"
"Equal -6200642652614080099, -1972914070396706748"
"Equal -2751970905827435341, -7557141238701815607"
"Equal -6111997698295741699, -1137615962774582"
"Equal -6993058885289272133, 7724373115188647997"
"Haskell lower -5589838072831406716, 4748652180211193997"
"Equal 5299673549278368608, -9045706009132069496"
"Haskell lower -4705598429661046547, 8744376874105116130"
"Haskell lower -2933440719891793642, -129896397844972472"
"Equal 4352304223821591529, 8611600704510144334"
"Equal -5255847282772752854, 1782401777133294031"
"Haskell lower 4880416673179893035, 8482547622577956348"
"Equal -5044787508982087785, -4195741304070553425"
"Equal 5626100883746191722, -576347794489610265"
"Equal -5875570121319790704, -797931350418800371"
"Equal -7576399483821306452, -7744960514417955804"
"Equal -4090203128485906711, -4539221693844747080"
"Equal 8830084389827905518, -8538611425696493636"
"Haskell lower 6918562946934457832, -3790078723956808916"
"Equal -3154113119026789948, 5144399313403794774"
"Equal 8243710125088059316, 4905854197035576550"
"Haskell lower 5287041923847672675, 6952376437222879136"
"Haskell lower -2788631372079011283, 625816436200240983"
"Equal -3277012151292107628, 7345822794805638809"
"Haskell lower 2690513973733816012, -368985650324923086"
"Equal 5810513810928556188, 2471895163390492943"
"Equal -1370903018934104630, -3389069517636653522"
"Equal 4955281663598642690, -33057900235464689"
"Equal -1831169604728203250, -4726564394518914499"
"Equal -5344368923362494296, -6508365416417139042"
"Equal -2335031751644038078, 2821660278190634731"
"Equal -4671862450522190082, -201959413899408796"
"Haskell lower 2898428268630531366, -4296696315737395268"
"Haskell lower -5574064519552835236, -557989961535912552"
"Equal -7215245705836277690, -2017648500174298046"
"Equal -6616002694644914711, -1587238551129744036"
"Equal -5146290405289365896, -4187693131537074809"
"Equal 3316658959885752229, 6610771578083490169"
"Equal 2799959596793040865, -3182295619545933012"
"Equal -7234415354346375880, 8683087698608849060"
"Equal -2979053142204185049, 564484959838138712"
"Equal 4795732225443534495, 826828534666841277"
"Equal 4819582320517162097, 8463489873838403761"
"Equal -8180091032897878497, -2051824974603874284"
"Haskell lower 5489501113085759362, 3067424010318796542"
"Equal 4677636632062880491, 161414147825815937"
"Equal -8385340403088850521, 743169583243506443"
"Haskell lower -5986016790266867360, 7081353041586599836"
"Haskell lower 990011552208087687, 8150976820124718264"
"Equal -2331906671837889375, 826046605687759699"
"Equal 654651101385310682, -4819706441694113084"
"Equal -7309026252526859211, -414616629209518109"
"Haskell lower 1419334300670626262, 6469106236679152638"
"Equal -6016019951904656340, 289457027965353769"
"Equal -4320586977561031106, -1563061955049781651"
"Haskell lower -3433953595319010987, 8789614045638636703"
"Haskell lower -3736150123975996224, -3011132988590176654"
"Equal -8194393309656771757, 2195384885800603842"
"Equal -6285125566847153365, -5073265265367572513"
"Equal -5042587238946330563, -6306870887089193689"
"Equal -5925695614101390826, 27781712709157178"
"Equal 7663877385481043200, 145843082190122492"
"Equal -7270010651221420654, -2665527133481999211"
"Equal -2430498781762832250, -3982448928827837598"
"Equal -7745135008320198225, -8829851813252777194"
"Equal 6831437715145504387, -8543321669970027114"
"Equal 4168152735589052723, 2047023201693207692"
"Equal -4763639232550595773, -380847141470560369"
"Haskell lower 4555583590257002026, -3775588336756059438"
"Haskell lower -8806035759381301427, 8594794700763618639"
"Equal -3682652559340474698, 7092883886683230262"
"Equal 1003455824890269379, 1543439929971957010"
"Equal 8809408344507979989, -8329348989354281227"
"Equal -7676141533021759146, 59594872016381539"
"Haskell lower 8422490039319524659, 8421986403681263108"
"Equal 4398373136661258327, 5740727015537747232"
"Equal -5093037229283237844, 2852169607936891608"
"Equal 2142977838685664161, 4462170677191007382"
"Equal -7688765174393722466, 6712115727708560282"
"Equal 1616282289080263197, -1550169551102781026"
"Haskell lower -6642434205243061475, 8131215554436907650"
"Haskell lower 6948409965457105307, 5562976493000396953"
"Equal -2685932568400183349, -440619857767829459"
"Equal 6534767030776095004, -653072571528956761"
"Equal -1012289824709687425, -6033628716016441974"
"Equal 312490542629360932, -260868244587470142"
"Equal -2442265809611060797, -1676437193864903460"
"Equal 4921401721451837812, 318936039442022941"
"Haskell lower -8883417230791661653, -3658486170794838865"
"Equal -2519004778782941939, 3982857147550092203"
"Equal -9105484279055675224, 4471432569120066609"
"Haskell lower 6640266664300818985, -1122513422327615815"
"Haskell lower 5854239437141074595, -20612517786706636"
"Equal 8967437251610557920, -1426907317362417015"
"Equal 3936633489047660749, 3330756483476415494"
"Haskell lower -208785466356925103, -6083141234902715656"
"Equal 5332565897244402899, -3450234624641152201"
"Haskell lower 7769310496686459517, -6787327620008066195"
"Haskell lower 2697137293201918791, -5091292009152150398"
"Equal 8739812632496941175, 1064353001218650532"
"Equal 5610312582321039292, -726047224640543179"
"Equal -1771970655421057717, -916496311088390690"
"Haskell lower 662110461313382223, -2429310531489166"
"Haskell lower 8628496373661684281, 5284687825605634423"
"Equal 3656725321798070872, 3576250630584496657"
"Equal 8734512766767188865, 1710465020415601837"
"Equal -7012683551770836339, 1980237463867538289"
"Equal -6054969475313582129, 1146585939330365860"
"Equal -3721465722899458555, -747370765418538285"
"Equal -2763438125542380098, -3201552638907983584"
"Haskell lower 4396134618121745664, 8990494114057435861"
"Equal -4175139803272677176, 6768180281460104710"
"Equal 6042825484943268834, 8581141581817731263"
"Equal -8216998043671164229, -7786080156236871871"
"Equal 1937876923190198873, 3963912504490616050"
"Equal 2396783187285368900, -5687713431535972936"
"Equal 2567801849249330305, 4009684222647442887"
"Equal -4367526752638915567, -4540028598442209042"
"Haskell lower -6206406867640487784, -575283735164272494"
"Equal -851043410924972532, -8474111968854368877"
"Haskell lower -2690694194848808991, 5097300799576433471"
"Equal 5159356180328999090, -7296096218388185779"
"Equal -2338646228788055193, 6028393830090654796"
"Equal -6397800731251657057, 1252698651897835355"
"Equal 4337832857539752220, 4497837271370341953"
"Haskell lower -2026211829174164397, -5756259902275453913"
"Haskell lower 5060259204675405278, 2833997860270887473"
"Equal 9107003766118448024, 4186261614477180585"
"Equal 7023289723670921418, 5901704742743561054"
"Equal 8209945741033925931, 3175061979502850053"
"Haskell lower 6544732682330002579, -5362841783216620399"
"Equal -2877769125478792092, 5707417486067902721"
"Equal 5362422474063294944, 4070773780433827896"
"Equal 5065663194274251398, 7059109855641140082"
"Equal 6700171158885171304, -4182676820542606859"
"Haskell lower -2026884650564404895, 6603408793853122036"
"Equal 2070529760657074154, 8897551027298137064"
"Equal 745789957461919885, 5194213216465107839"
"Equal 6277178914280689263, 3190645807439582099"
"Equal 6237643258704842303, -3662313174590841368"
"Equal -5920872357452677724, -1300290292591616452"
"Haskell lower -465484404537621266, 5367649835348942748"
"Equal 6318144697971569879, -1450587394831690439"
"Haskell lower 3016744902565416478, 625876842340713002"
"Haskell lower 3076475397804426535, -2498453767565348621"
"Equal -2324979866332498339, 5540127460947113397"
"Equal 5362376072742723848, 7828541446279341673"
"Equal 7426388978323694144, 6616851128391779200"
"Equal -7726091247548797160, -7452929411292434290"
"Equal -8188659290441817237, 8824003640335412121"
"Equal -4186678741144488966, 4829464318430453397"
"Equal -5582808473368968498, -4614216444322741183"
"Haskell lower -2216633130172291745, 124620213319375153"
"Haskell lower -5933977559579600520, -7579283946180906534"
"Equal -6667807709831006322, -8707907631434522206"
"Equal 4238130685622342835, 646085589924032857"
"Equal 246686363614293914, 2611740920904931867"
"Equal 2122654074127903466, -983971800783987575"
"Equal 5650712607598283063, -791977278078755003"
"Equal -7342416731543443880, -903817941308784575"
"Equal -5923878676651020966, 4523707829968448952"
"Equal 3786922273664897236, 4965482658319270887"
"Haskell lower 4723319262233455646, 5680564572955798869"
"Equal -5853905058075787775, -8868425112181351496"
"Equal -1335262107133096485, -755329790222082749"
"Equal 3691612479792429765, 3818860458775267528"
"Equal 3096873268271768588, -1365668026103858678"
"Equal -636757107738296733, -4033339747297945812"
"Equal -2155330984103780112, 7702636164805918781"
"Equal 4229781705881513505, -9175470067859845479"
"Equal -3840272362584711130, -1655273998200151024"
"Equal -7330828818231753237, 8337022510304084685"
"Equal -6353890924043469867, 1688599832187405887"
"Equal 820402194043139173, 9090438827262719568"
"Equal 6969806628672886765, -5424221649944583537"
"Equal 7938234023493223189, 4819787359432634091"
"Equal -5523977227887857760, -7068766522386994427"
"Equal -4652238530988222412, -7550730207562204522"
"Equal 4371698233465596784, -781909052057519244"
"Equal -7847719068051442345, -9040924026340078391"
"Haskell lower -4157919420034986950, -2121017131120895390"
"Equal 3948557595594085700, 4104117789373440686"
"Equal 5410927106820635563, -6688412579939437644"
"Equal 7065739062524439191, 8709011818538601706"
"Equal 7001420913050082200, 6433059101988990227"
"Equal -8073749630976285246, -5428015204314773987"
"Equal 7976782067550123441, 2616947660839269569"
"Equal 1430497725082027903, 6519549621319820420"
"Equal 1574445958733098419, -6834996166884599716"
"Equal 4286350146828780590, 3189878958011237368"
"Equal 5256175960031072858, 4360088433705205807"
"Equal -6753402458767375631, 7904856896234784611"
"Equal 3510296677401818184, 4981516252506859708"
"Equal 1630907434309749873, 4511750268661723269"
"Equal -6805903979034461437, 708503120033622002"
"Equal -6653811863350301940, 1377166844466570346"
"Equal 8475992698216030726, 6333534664102314952"
"Equal -7122360071248836835, -8202319115142925263"
"Equal 7160638565683583138, -896373140607937205"
"Equal 6547866274067223878, 6796802884275866266"
"Equal 5978267119825523822, -4069255186478989972"
"Equal -7973182885581704259, -7160867269862773643"
"Equal -1031385574270052659, -4509603272439757647"
"Equal 6361867425894396957, 3863140357563865178"
"Equal 4342259409876279761, 7646700805046370265"
"Haskell lower -8944028329936904829, -8911687690978149654"
"Equal 2605616604049642802, 5094786794443304362"
"Haskell lower -624448017771875472, 3281934779050491912"
"Equal 7399242488220719339, 1786237388036687906"
"Haskell lower -7996006974026571936, 6953198786467035992"
"Equal -7060738951151937660, 3190442484082371092"
"Haskell lower 4056807706746041697, 5837618439165501804"
"Equal -1258827241165118939, -8174897025942823456"
"Equal -3548033242315597261, 1103892424688004082"
"Equal -7950610562493789243, -8879020644466070807"
"Equal -786391442244732964, -2694264369283790531"
"Equal -1939100403886258667, -2990151883059194944"
"Equal 6273607741522331553, -6162994596312225996"
"Equal -793996607133893499, -8718652844436338603"
"Equal 4964806730200018716, 1387522552283613376"
"Haskell lower -1385664512067322532, -7944539698562113779"
"Equal -6995973711983572268, 2707940211881584240"
"Equal 7472197678440953729, 6121908108148238829"
"Equal 4699352414002028653, -5517723108715381262"
"Haskell lower -3244916926005602551, -5108150901714839197"
"Haskell lower -1187917523964877875, -2133142032083204369"
"Equal 8139395489559744609, 2219043443983625920"
"Equal 8173939615832652991, -769763042729769969"
"Equal 3855521171351808488, -3157217624629259915"
"Equal -4815217864627512272, -1466260443152802361"
"Equal 3287590196647501943, 7716547635892266140"
"Equal 7110172642248525727, 1725633902076134998"
"Equal 2329779822527721651, 3056524222383769732"
"Equal -5024689461900518040, -5161317510945995953"
"Equal -3365492725541333219, 6370582660516932403"
"Equal -5172803260259076464, 1438435959044888067"
"Equal 9008627448528893464, 8037788251896690382"
"Equal -7864568652032578610, 4534066489763207099"
"Haskell lower 1665797953179849205, -1517175356514372300"
"Equal 8081073791077958370, -7940449275901853137"
"Haskell lower -455253761015609650, -6055031211341159140"
"Equal 3779466027543615373, 2591796034473612425"
"Equal 6096162366629432691, 8312923904683108246"
"Equal 2102352832132608739, -7252591637148529759"
"Haskell lower -5747560468152532809, 2131598007019106295"
"Equal 536055663699945957, -2185909147775222708"
"Equal -8861226413779291078, -4860948481265079056"
"Equal 1699889349585996070, -6098863192251227887"
"Haskell lower -7113533305366243195, 4298117749378077131"
"Equal 7817033527542243260, 7750685699212081312"
"Haskell lower -3943130212822710153, 5722988079193178410"
"Equal -7262768602957454052, -2344490983993058400"
"Equal 2809113844166698560, -4812970097925764090"
"Haskell lower 3306278809966159589, -7953925439380385393"
"Equal -2782046975432817126, 1667093040872896339"
"Equal -7855528093894649294, 943557536693067805"
"Equal 1350913138644858565, 3491096946483284205"
"Equal -700732830330600838, 4659794263514857201"
"Equal 3254566118351860175, 8717111841669740248"
"Equal 2671833285524673781, -3415278866609280329"
"Equal 6609551771267172437, 8772778026901313001"
"Haskell lower -7068810094986950540, -8185398686208700789"
"Equal 7830217231441425780, -7041315272608361661"
"Equal 5051338601558611206, -2303854208121627689"
"Equal -8146623594842423797, -6904324191749570686"
"Haskell lower -8936693367473304875, -3814113298310415501"
"Equal -7817112706799231755, 9092645180242937423"
"Haskell lower -422318024001514017, -7339765889284564787"
"Equal -8253649105570575939, 8766524888741368272"
"Equal 304398678146009288, -3121997840860311284"
"Equal -4788492353461284076, -2037362877411073102"
"Equal 3772150902111206610, -1228061229344337467"
"Equal -6879172774603160293, 7972154297551529377"
"Equal 9029045752418873190, -9222604513606081750"
"Haskell lower -1888889170634919420, -3784523462979193244"
"Equal -9034610069139773108, 3022674791241456850"
"Equal 7094580655287043293, 701366780530879223"
"Equal 5201595852931712306, 4123489766766301751"
"Equal -1993948349193366287, -9145313179031710927"
"Equal -4964174187690441638, 7172345842168704925"
"Equal -2970802469905860357, -3108717879797066835"
"Equal -1910379741688449626, 2867864059839170345"
"Equal -7944032316416021778, 3186286818882277596"
"Equal -4574002112957922383, -2618026423829948684"
"Equal 1476508498332225507, -749866901260025189"
"Equal -4915713032999448049, -3242472198735217876"
"Haskell lower 3163420299262736662, -583466990972049400"
"Equal 4827992446506824549, 6792025800042364453"
"Equal 474042999053991444, 1056489502764454886"
"Equal 584563347175008417, 6208464811431585040"
"Haskell lower -7809266868267152980, 8969599062249910332"
"Equal 589159855828849973, -8029629192468603158"
"Equal -5196512685182717018, -1347209915645589948"
"Equal 8673132067281702113, -4965943667054110420"
"Equal -6141681216924876126, 8736842766833838138"
"Haskell lower -8118517681084783805, -8007980148620204022"
"Equal -8627272332174476811, 6424095529555484515"
"Equal 8920322265486798471, 8577741426892697028"
"Equal -1858395940619463903, -2481101852396875534"
"Equal -1804919816388753440, 2452783484839483841"
"Equal 5553047423219639470, -2475041676728194038"
"Haskell lower -6327608612397090063, -7902894929777468813"
"Haskell lower -6702205010371375098, -2102927114180421422"
"Equal -2090224022647907599, -5605176600647172470"
"Equal -3087481075219246176, 8049282506269184614"
"Haskell lower -7574599263898157598, 3025857271224697067"
"Equal -2945741243764811335, -2668412846849637253"
"Equal -3593100558381383697, -2946250692966504481"
"Equal 6280326375772247100, -6393327294566389967"
"Equal -3448374565730401742, 8975552456302030752"
"Equal -9038377851223896990, -6544935601165178658"
"Haskell lower 2440617746345085243, 8783634766843708645"
"Equal -4422165120696780033, -5477313688793797972"
"Equal 5729538665756428865, 3957240595804823337"
"Equal -305954820492083263, -4378829656845501679"
"Equal 7459223283488964370, -7905945983614971857"
"Equal 2561455535220729746, 9208413026507270181"
"Haskell lower -4033888493957780584, 1469546499855187757"
"Equal 3968016883793084944, -4379267827552864441"
"Equal -1433231616629814215, -3945968920275809898"
"Equal -2259627556600061189, 4318548082905467461"
"Equal -8361668217380290370, -3023265317118163986"
"Equal 5015415022473219660, 8995533304477975968"
"Equal -338138847869597908, -5637282414491197461"
"Equal 3720993030227350621, -6249758000997239215"
"Equal 5150743188949769269, 5150669267708715946"
"Equal -259238538320025229, -771853864583503411"
"Equal 585009632262030972, 7840347971389551919"
"Equal -2013959624851813638, -8838861856324716645"
"Equal 4422079422922642652, 8100013433296846559"
"Equal -7665661203426727121, -371264419628773388"
"Equal 6099315838494273703, -219736389043579572"
"Equal -8214425469027465425, 4837256443439505843"
"Equal 7303978898061572822, -2292729235652826536"
"Equal 6493116338575368442, 6976749714126127710"
"Equal -1072724996965996404, -6996286937244710260"
